Cite-DBLP_edges,1,0.11824
chameleon_edges,54,1.22786
crocodile_edges,6,0.92274
deezer_hr_edges,12,7.78688
facebook_ego_edges,4,0.17233
facebook_government_edges,1,0.08074
facebook_politician_edges,16,0.70656
facebook_tvshow_edges,2,0.04550
mahindas_edges,1,0.00611
netscience_edges,5,0.00482
polblogs_edges,4,0.00838
reed98_edges,306,2.98598
squirrel_edges,2,0.27908
